YEAR,JOURNAL,TITLE,DOI
2017,Journal of Applied Ecology,Harvesting biofuel grasslands has mixed effects on natural enemy communities and no effects on biocontrol services,10.1111/1365-2664.12901
2017,Journal of Soil and Water Conservation,Farmer preferences for conservation incentives that promote voluntary phosphorus abatement in agricultural watersheds,10.2489/jswc.72.5.493
2017,Journal of Soil and Water Conservation,Moving toward sustainable farming systems: Insights from private and public sector dialogues on nitrogen management,10.2489/jswc.72.1.5A
2018,Ecosphere,Disturbance differentially affects alpha and beta diversity of ants in tallgrass prairies,10.1002/ecs2.2399
2018,Ecological Monographs,Long‐term research in ecology and evolution: A survey of challenges and opportunities,10.1002/ecm.1289
2018,Global Change Biology,The greenhouse gas cost of agricultural intensification with groundwater irrigation in a Midwest US row cropping system,10.1111/gcb.14472
2018,Basic and Applied Ecology,Research trends in ecosystem services provided by insects,10.1016/j.baae.2017.09.006
2018,Methods in Ecology and Evolution,Open-top chambers for temperature manipulation in taller-stature plant communities,10.1111/2041-210X.12863
2018,Oecologia,Short-term responses to warming vary between native vs. exotic species and with latitude in an early successional plant community,10.1007/s00442-018-4111-9
2018,Oecologia,The role of ants in north temperate grasslands: a review,10.1007/s00442-017-4007-0
2001,Evolution,A COMPARATIVE STUDY OF ASYMMETRIC MIGRATION EVENTS ACROSS A MARINE BIOGEOGRAPHIC BOUNDARY,10.1111/j.0014-3820.2001.tb01294.x
2002,Ecology,A PHYSICALLY BASED MODEL OF MACROALGAL SPORE DISPERSAL IN THE WAVE AND CURRENT-DOMINATED NEARSHORE,10.1890/0012-9658(2002)083[1239:APBMOM]2.0.CO;2
2002,American Naturalist,Species Invasions Exceed Extinctions on Islands Worldwide: A Comparative Study of Plants and Birds,10.1086/343877
2003,Ecological Applications,APPLYING ECOLOGICAL CRITERIA TO MARINE RESERVE DESIGN: A CASE STUDY FROM THE CALIFORNIA CHANNEL ISLANDS,
2003,Microbial Ecology,Influence of Drying-Rewetting Frequency on Soil Bacterial Community Structure,10.1007/s00248-002-1007-2
2003,Ecology,PROPAGULE DISPERSAL IN MARINE AND TERRESTRIAL ENVIRONMENTS: A COMMUNITY PERSPECTIVE,10.1890/01-0622
2003,Microbial Ecology,Comparison of free-living and particle-associated bacterial communities in a coastal Lagoon,10.1007/s00248-001-1072-y
2003,Microbial Ecology,Comparison of subsurface and surface soil bacterial communities in california grassland as assessed by terminal restriction fragment length polymorphisms of PCR-amplified 16S rRNA genes,10.1007/s00248-003-1006-y
2003,Ecological Applications,ECOLOGICAL CRITERIA FOR EVALUATING CANDIDATE SITES FOR MARINE RESERVES,
2003,Ecological Applications,APPLICATION OF ECOLOGICAL CRITERIA IN SELECTING MARINE RESERVES AND DEVELOPING RESERVE NETWORKS,
2003,Ecosystems,Effects of Land Cover on Stream Ecosystems: Roles of Empirical Models and Scaling Issues,10.1007/s10021-002-0170-0
2004,Restoration Ecology,An Experimental Evaluation of Different Methods of Restoring Phyllospadix torreyi (Surfgrass),10.1111/j.1061-2971.2004.00258.x
2004,Oecologia,Competitive interactions in macroinfaunal animals of exposed sandy beaches,10.1007/s00442-004-1547-x
2006,Frontiers in Ecology and the Environment,Marine ecosystem-based management: from characterization to implementation,10.1890/1540-9295(2006)4[525:MEMFCT]2.0.CO;2
2006,Ecological Monographs,MACROALGAL SPORE DISPERSAL IN COASTAL ENVIRONMENTS: MECHANISTIC INSIGHTS REVEALED BY THEORY AND EXPERIMENT,10.1890/0012-9615(2006)076[0481:MSDICE]2.0.CO;2
2006,Oikos,A comparison of the species-time relationship across ecosystems and taxonomic groups,10.1111/j.0030-1299.2006.14223.x
2007,American Naturalist,Does Species Richness Drive Community Production or Vice Versa? Reconciling Historical and Contemporary Paradigms in Competitive Communities,10.1086/518950
2007,Ecological Applications,FISHING THE LINE NEAR MARINE RESERVES IN SINGLE AND MULTISPECIES FISHERIES,10.1890/05-1845
2007,Diversity and Distributions,Sandy beaches at the brink,10.1111/j.1472-4642.2007.00363.x
2008,Ecological Monographs,SPATIAL AND TEMPORAL PATTERNS OF INVERTEBRATE RECRUITMENT ALONG THE WEST COAST OF THE UNITED STATES,10.1890/06-1805.1
2008,Ecology,BIOMASS RATHER THAN GROWTH RATE DETERMINES VARIATION IN NET PRIMARY PRODUCTION BY GIANT KELP,10.1890/07-1106.1
2008,Ecology Letters,Marine reserve effects on fishery profit,10.1111/j.1461-0248.2007.01151.x
2009,Ecology,Direct and indirect effects of giant kelp determine benthic community structure and dynamics,10.1890/08-1213.1
2009,Ecology,Does productivity drive diversity or vice versa? A test of the multivariate productivity–diversity hypothesis in streams,10.1890/08-1038.1
2010,Ecology,Habitat continuity and geographic distance predict population genetic differentiation in giant kelp,10.1890/09-0050.1
2010,Proceedings of the Royal Society B: Biological Sciences,Post-glacial redistribution and shifts in productivity of giant kelp forests,10.1098/rspb.2009.1664
2010,Ecological Informatics,A metadata-driven approach to loading and querying heterogeneous scientific data,10.1016/j.ecoinf.2009.08.006
2010,Environmental Biology of Fishes,Otolith elemental signatures reflect residency in coastal water masses,10.1007/s10641-010-9698-6
2010,Oecologia,Triggers and maintenance of multiple shifts in the state of a natural community,10.1007/s00442-010-1666-5
2010,Proceedings of the Royal Society B: Biological Sciences,Ocean currents help explain population genetic structure,10.1098/rspb.2009.2214
2010,Frontiers in Ecology and the Environment,The engaged university: providing a platform for research that transforms society,10.1890/090241
2011,Molecular Ecology,Isolation by oceanographic distance explains genetic structure for Macrocystis pyrifera in the Santa Barbara Channel,10.1111/j.1365-294X.2011.05117.x
2011,Global Change Biology,Climate-driven increases in storm frequency simplify kelp forest food webs,10.1111/j.1365-2486.2011.02409.x
2011,Marine Ecology Progress Series,"Environmental controls of giant-kelp biomass in the Santa Barbara Channel, California",10.3354/meps09141
2011,Journal of Biogeography,"Phylogeography of Emerita analoga (Crustacea, Decapoda, Hippidae), an eastern Pacific Ocean sand crab with long-lived pelagic larvae",10.1111/j.1365-2699.2011.02499.x
2011,Ecology,Wave disturbance overwhelms top-down and bottom-up control of primary production in California kelp forests,10.1890/11-0377.1
2011,Microbial Ecology,"Terrestrial Sources Homogenize Bacterial Water Quality During Rainfall in Two Urbanized Watersheds in Santa Barbara, CA",10.1007/s00248-011-9874-z
2011,Ecology,Currents connecting communities: nearshore community similarity and ocean circulation,10.1890/10-1436.1
2012,Aquatic Microbial Ecology,Annual cycle of organic matter partitioning and its availability to bacteria across the Santa Barbara Channel continental shelf,10.3354/ame01586
2012,Marine Ecology Progress Series,Effects of marine reserves on California spiny lobster are robust and modified by fine-scale habitat features and distance from reserve borders,10.3354/meps09592
2012,Ecological Applications,Collaborative assessment of California spiny lobster population and fishery responses to a marine reserve network,10.1890/11-0155.1
2012,Freshwater Science,"Relationships among catchment land use and concentrations of nutrients, algae, and dissolved oxygen in a southern California river",10.1899/11-155.1
2012,Marine Ecology Progress Series,The coastal boundary layer: predictable current structure decreases alongshore transport and alters scales of dispersal,10.3354/meps09875
2012,Proceedings of the Royal Society B: Biological Sciences,Fluctuations in food supply drive recruitment variation in a marine fish,10.1098/rspb.2012.1862
2012,Ecosystems,Assessing the Role of Parameter and Input Uncertainty in Ecohydrologic Modeling: Implications for a Semi-arid and Urbanizing Coastal California Catchment,10.1007/s10021-012-9545-z
2012,American Naturalist,"Changing Seascapes, Stochastic Connectivity, and Marine Metapopulation Dynamics",10.1086/665992
2013,Ecology,Interactions between sea urchin grazing and prey diversity on temperate rocky reef communities,10.1890/11-2310.1
2013,Ecology,"Genetic and experimental evidence for a mixed-age, mixed-origin bank of kelp microscopic stages in southern California",10.1890/13-0250.1
2013,Ecology,Synchrony in dynamics of giant kelp forests is driven by both local recruitment and regional environmental controls,10.1890/12-0268.1
2013,Marine Ecology Progress Series,Filamentation and eddy-eddy interactions in marine larval accumulation and transport,10.3354/meps10061
2013,Ecological Applications,Consistency and sensitivity of stream periphyton community structural and functional responses to nutrient enrichment,10.1890/12-0295.1
2013,Ecology,The importance of progressive senescence in the biomass dynamics of giant kelp (Macrocystis pyrifera),10.1890/12-1340.1
2013,Marine Ecology Progress Series,Importance of kelp detritus as a component of suspended particulate organic matter in giant kelp Macrocystis pyrifera forests,10.3354/meps10502
2014,Ecology,Patch definition in metapopulation analysis: a graph theory approach to solve the mega-patch problem,10.1890/13-0221.1
2014,Frontiers in Ecology and the Environment,The changing role of history in restoration ecology,10.1890/110267
2014,Ecosphere,Sea otters are recolonizing southern California in fits and starts,10.1890/ES13-00394.1
2015,Journal of Biogeography,Geographical variability in the controls of giant kelp biomass dynamics,10.1111/jbi.12550
2015,Marine Ecology Progress Series,Shifts in attack behavior of an important kelp forest predator within marine reserves,10.3354/meps11157
2015,Ecology,Connectivity structures local population dynamics: a long-term empirical test in a large metapopulation system,10.1890/15-0283.1
2015,Marine Ecology Progress Series,Top predators rely on carbon derived from giant kelp Macrocystis pyrifera,10.3354/meps11467
2015,Oecologia,"Trophic versus structural effects of a marine foundation species, giant kelp (Macrocystis pyrifera)",10.1007/s00442-015-3441-0
2015,Marine Ecology Progress Series,Effects of reef physical structure on development of benthic reef community: a large-scale artificial reef experiment,10.3354/meps11483
2015,Diversity and Distributions,"Application of species distribution models to explain and predict the distribution, abundance and assemblage structure of nearshore temperate reef fishes",10.1111/ddi.12378
2016,Ecosystems,Factors Regulating Nitrogen Retention During the Early Stages of Recovery from Fire in Coastal Chaparral Ecosystems,10.1007/s10021-016-9975-0
2016,Ecology Letters,Interacting environmental mosaics drive geographic variation in mussel performance and predation vulnerability,10.1111/ele.12613
2016,Ecosphere,Ecosystem connectivity and trophic subsidies of sandy beaches,10.1002/ecs2.1503
2016,Ecological Informatics,Ensuring the quality of data packages in the LTER network data management system,10.1016/j.ecoinf.2016.08.001
2016,American Naturalist,Competition among Eggs Shifts to Cooperation along a Sperm Supply Gradient in an External Fertilizer,10.1086/685813
